Count,key
2.0,WI433671_46.9375N_90.8125W.wdb.xml_55007
8.0,WI433300_46.9375N_90.9375W.wdb.xml_55007
2.0,WI1383603_46.9375N_90.8125W.wdb.xml_55007
2.0,WI433731_46.9375N_90.9375W.wdb.xml_55007
16.0,WI433572_46.9375N_90.8125W.wdb.xml_55007
14.0,WI433309_46.9375N_90.8125W.wdb.xml_55007
6.0,WI433663_46.9375N_90.8125W.wdb.xml_55007
32.0,WI448464_46.9375N_90.9375W.wdb.xml_55007
20.0,WI433296_46.9375N_90.9375W.wdb.xml_55007
1.0,WI1383639_46.9375N_90.8125W.wdb.xml_55007
1.0,WI433350_46.9375N_90.8125W.wdb.xml_55007
8.0,WI433305_46.9375N_90.9375W.wdb.xml_55007
1.0,WI433292_46.9375N_90.8125W.wdb.xml_55007
3.0,WI433573_46.9375N_90.8125W.wdb.xml_55007
3.0,WI433572_46.9375N_90.9375W.wdb.xml_55007
3.0,WI433301_46.9375N_90.9375W.wdb.xml_55007
2.0,WI433802_46.9375N_90.8125W.wdb.xml_55007
7.0,WI433299_46.9375N_90.8125W.wdb.xml_55007
14.0,WI433300_46.9375N_90.8125W.wdb.xml_55007
1.0,WI433350_46.9375N_90.9375W.wdb.xml_55007
31.0,WI1147440_46.9375N_90.8125W.wdb.xml_55007
3.0,WI433300_46.9375N_91.0625W.wdb.xml_55007
4.0,WI448464_46.9375N_90.8125W.wdb.xml_55007
2.0,WI433310_46.9375N_90.8125W.wdb.xml_55007
10.0,WI433572_46.9375N_91.0625W.wdb.xml_55007
1.0,WI433292_46.9375N_91.0625W.wdb.xml_55007
5.0,WI433596_46.9375N_90.8125W.wdb.xml_55007
3.0,WI433730_46.9375N_90.8125W.wdb.xml_55007
75.0,WI433572_46.8125N_90.8125W.wdb.xml_55007
90.0,WI433300_46.8125N_90.8125W.wdb.xml_55007
12.0,WI433292_46.8125N_90.8125W.wdb.xml_55007
8.0,WI433305_46.8125N_90.8125W.wdb.xml_55007
16.0,WI433573_46.8125N_90.8125W.wdb.xml_55007
12.0,WI433301_46.8125N_90.8125W.wdb.xml_55007
14.0,WI433301_46.8125N_90.9375W.wdb.xml_55007
289.0,WI433296_46.8125N_90.8125W.wdb.xml_55007
4.0,WI433515_46.8125N_90.8125W.wdb.xml_55007
54.0,WI433320_46.8125N_90.8125W.wdb.xml_55007
1.0,WI433322_46.8125N_90.8125W.wdb.xml_55007
24.0,WI433310_46.8125N_90.9375W.wdb.xml_55007
1.0,WI1383665_46.8125N_90.9375W.wdb.xml_55007
1.0,WI433314_46.8125N_90.8125W.wdb.xml_55007
300.0,WI433572_46.8125N_91.0625W.wdb.xml_55007
3.0,WI433802_46.8125N_90.8125W.wdb.xml_55007
57.0,WI448464_46.8125N_90.8125W.wdb.xml_55007
8.0,WI433310_46.8125N_90.8125W.wdb.xml_55007
6.0,WI1383542_46.8125N_91.1875W.wdb.xml_55007
25.0,WI433292_46.8125N_90.9375W.wdb.xml_55007
7.0,WI433573_46.8125N_91.0625W.wdb.xml_55007
15.0,WI1383960_46.8125N_90.8125W.wdb.xml_55007
24.0,WI433299_46.8125N_90.9375W.wdb.xml_55007
22.0,WI433299_46.8125N_90.8125W.wdb.xml_55007
7.0,WI433329_46.8125N_90.8125W.wdb.xml_55007
1.0,WI433515_46.8125N_91.1875W.wdb.xml_55007
54.0,WI433572_46.8125N_90.9375W.wdb.xml_55007
2.0,WI433320_46.8125N_90.9375W.wdb.xml_55007
157.0,WI433629_46.8125N_91.1875W.wdb.xml_55007
7.0,WI1383665_46.8125N_90.8125W.wdb.xml_55007
22.0,WI433379_46.8125N_91.1875W.wdb.xml_55007
292.0,WI433663_46.8125N_91.1875W.wdb.xml_55007
2.0,WI433321_46.8125N_90.9375W.wdb.xml_55007
10.0,WI448464_46.8125N_91.0625W.wdb.xml_55007
1.0,WI433322_46.8125N_91.0625W.wdb.xml_55007
6.0,WI433321_46.8125N_90.8125W.wdb.xml_55007
44.0,WI433305_46.8125N_91.0625W.wdb.xml_55007
46.0,WI433296_46.8125N_90.9375W.wdb.xml_55007
1.0,WI433569_46.8125N_91.0625W.wdb.xml_55007
77.0,WI433663_46.8125N_91.3125W.wdb.xml_55007
19.0,WI433292_46.8125N_91.0625W.wdb.xml_55007
3.0,WI433328_46.8125N_91.0625W.wdb.xml_55007
2.0,WI433771_46.8125N_91.3125W.wdb.xml_55007
3.0,WI433802_46.8125N_91.3125W.wdb.xml_55007
2.0,WI433321_46.8125N_91.0625W.wdb.xml_55007
1.0,WI433301_46.8125N_91.0625W.wdb.xml_55007
2.0,WI433729_46.8125N_91.1875W.wdb.xml_55007
4.0,WI433300_46.8125N_91.1875W.wdb.xml_55007
6.0,WI434642_46.8125N_91.3125W.wdb.xml_55007
31.0,WI433305_46.8125N_91.3125W.wdb.xml_55007
2.0,WI1383665_46.8125N_91.0625W.wdb.xml_55007
4.0,WI433300_46.8125N_91.0625W.wdb.xml_55007
1.0,WI452739_46.8125N_91.0625W.wdb.xml_55007
1.0,WI433300_46.8125N_90.9375W.wdb.xml_55007
34.0,WI448464_46.8125N_91.3125W.wdb.xml_55007
12.0,WI433309_46.8125N_91.0625W.wdb.xml_55007
1.0,WI433573_46.8125N_90.9375W.wdb.xml_55007
9.0,WI433568_46.8125N_91.3125W.wdb.xml_55007
1.0,WI433411_46.8125N_91.1875W.wdb.xml_55007
1.0,WI433412_46.8125N_91.3125W.wdb.xml_55007
1.0,WI433629_46.8125N_91.3125W.wdb.xml_55007
6.0,WI433309_46.8125N_90.8125W.wdb.xml_55007
1.0,WI848615_46.8125N_90.8125W.wdb.xml_55007
3.0,WI433729_46.8125N_90.9375W.wdb.xml_55007
6.0,WI433671_46.8125N_90.8125W.wdb.xml_55007
3.0,WI433300_46.8125N_91.3125W.wdb.xml_55007
2.0,WI433322_46.8125N_90.9375W.wdb.xml_55007
1.0,WI1383581_46.8125N_91.3125W.wdb.xml_55007
1.0,WI433730_46.8125N_91.3125W.wdb.xml_55007
19.0,WI433326_46.8125N_91.1875W.wdb.xml_55007
42.0,WI1383581_46.8125N_91.4375W.wdb.xml_55007
1.0,WI433328_46.8125N_91.1875W.wdb.xml_55007
3.0,WI433572_46.8125N_91.3125W.wdb.xml_55007
1.0,WI433320_46.8125N_91.0625W.wdb.xml_55007
1.0,WI433327_46.8125N_91.1875W.wdb.xml_55007
2.0,WI1383603_46.8125N_91.3125W.wdb.xml_55007
1.0,WI1383542_46.8125N_91.3125W.wdb.xml_55007
2.0,WI452739_46.8125N_91.4375W.wdb.xml_55007
29.0,WI433663_46.8125N_91.4375W.wdb.xml_55007
1.0,WI433314_46.8125N_91.3125W.wdb.xml_55007
3.0,WI433729_46.8125N_91.0625W.wdb.xml_55007
96.0,WI452746_46.8125N_91.4375W.wdb.xml_55007
2.0,WI433296_46.8125N_91.3125W.wdb.xml_55007
1.0,WI433573_46.8125N_91.3125W.wdb.xml_55007
1.0,WI433731_46.8125N_91.3125W.wdb.xml_55007
1.0,WI433326_46.8125N_91.3125W.wdb.xml_55007
42.0,WI434642_46.8125N_91.4375W.wdb.xml_55007
6.0,WI433671_46.8125N_91.3125W.wdb.xml_55007
8.0,WI1144329_46.8125N_91.3125W.wdb.xml_55007
2.0,WI433309_46.8125N_91.3125W.wdb.xml_55007
6.0,WI433739_46.8125N_91.3125W.wdb.xml_55007
16.0,WI1383542_46.8125N_91.4375W.wdb.xml_55007
1.0,WI433671_46.8125N_91.4375W.wdb.xml_55007
3.0,WI1390187_46.8125N_91.3125W.wdb.xml_55007
7.0,WI433327_46.8125N_91.0625W.wdb.xml_55007
22.0,WI452754_46.8125N_91.4375W.wdb.xml_55007
1.0,WI433326_46.8125N_91.0625W.wdb.xml_55007
1.0,WI433757_46.8125N_91.0625W.wdb.xml_55007
19.0,WI433756_46.8125N_91.0625W.wdb.xml_55007
3.0,WI452748_46.8125N_91.4375W.wdb.xml_55007
38.0,WI1144329_46.8125N_91.4375W.wdb.xml_55007
1.0,WI433582_46.8125N_91.1875W.wdb.xml_55007
3.0,WI433758_46.8125N_91.0625W.wdb.xml_55007
1.0,WI433739_46.8125N_90.9375W.wdb.xml_55007
17.0,WI1390187_46.8125N_90.9375W.wdb.xml_55007
4.0,WI433390_46.8125N_90.9375W.wdb.xml_55007
3.0,WI433390_46.6875N_90.9375W.wdb.xml_55007
1.0,WI1390187_46.6875N_90.9375W.wdb.xml_55007
2.0,WI433304_46.8125N_91.3125W.wdb.xml_55007
1.0,WI433321_46.6875N_90.9375W.wdb.xml_55007
67.0,WI433296_46.6875N_90.9375W.wdb.xml_55007
1.0,WI433296_46.8125N_91.1875W.wdb.xml_55007
461.0,WI433300_46.6875N_90.9375W.wdb.xml_55007
2.0,WI433802_46.8125N_91.5625W.wdb.xml_55007
28.0,WI433300_46.8125N_91.4375W.wdb.xml_55007
30.0,WI433757_46.6875N_91.0625W.wdb.xml_55007
5.0,WI433328_46.6875N_90.9375W.wdb.xml_55007
1.0,WI448464_46.8125N_91.1875W.wdb.xml_55007
1325.0,WI433572_46.6875N_90.9375W.wdb.xml_55007
7.0,WI433756_46.8125N_91.4375W.wdb.xml_55007
47.0,WI433327_46.6875N_91.0625W.wdb.xml_55007
2.0,WI433582_46.8125N_91.4375W.wdb.xml_55007
5.0,WI433730_46.6875N_91.3125W.wdb.xml_55007
51.0,WI433756_46.6875N_91.0625W.wdb.xml_55007
1.0,WI448464_46.8125N_91.4375W.wdb.xml_55007
6.0,WI433326_46.6875N_90.9375W.wdb.xml_55007
1.0,WI433327_46.6875N_90.9375W.wdb.xml_55007
2.0,WI433758_46.6875N_91.0625W.wdb.xml_55007
37.0,WI433663_46.6875N_91.3125W.wdb.xml_55007
1839.0,WI452746_46.6875N_91.4375W.wdb.xml_55007
2.0,WI433300_46.6875N_91.1875W.wdb.xml_55007
1.0,WI433411_46.6875N_91.4375W.wdb.xml_55007
30.0,WI433671_46.6875N_90.9375W.wdb.xml_55007
101.0,WI433663_46.6875N_91.4375W.wdb.xml_55007
25.0,WI433326_46.6875N_91.3125W.wdb.xml_55007
1.0,WI433802_46.6875N_91.1875W.wdb.xml_55007
16.0,WI1380088_46.6875N_91.1875W.wdb.xml_55007
17.0,WI452739_46.6875N_91.4375W.wdb.xml_55007
3.0,WI433328_46.6875N_91.3125W.wdb.xml_55007
29.0,WI1383603_46.6875N_90.9375W.wdb.xml_55007
14.0,WI433299_46.6875N_90.9375W.wdb.xml_55007
3.0,WI433350_46.6875N_91.3125W.wdb.xml_55007
3.0,WI433758_46.6875N_91.1875W.wdb.xml_55007
2.0,WI433739_46.6875N_90.9375W.wdb.xml_55007
17.0,WI433757_46.6875N_91.1875W.wdb.xml_55007
7.0,WI781219_46.6875N_91.5625W.wdb.xml_55031
3.0,WI1383639_46.6875N_91.3125W.wdb.xml_55007
474.0,WI1542502_46.6875N_91.5625W.wdb.xml_55031
8.0,WI433310_46.6875N_90.9375W.wdb.xml_55007
29.0,WI448464_46.6875N_90.9375W.wdb.xml_55007
13.0,WI433301_46.6875N_91.0625W.wdb.xml_55007
674.0,WI433572_46.6875N_91.0625W.wdb.xml_55007
2.0,WI433328_46.6875N_91.0625W.wdb.xml_55007
8.0,WI433296_46.6875N_91.0625W.wdb.xml_55007
13.0,WI1144329_46.6875N_91.3125W.wdb.xml_55007
7.0,WI434642_46.6875N_91.4375W.wdb.xml_55007
3.0,WI433756_46.6875N_91.1875W.wdb.xml_55007
2.0,WI433329_46.6875N_91.0625W.wdb.xml_55007
302.0,WI452746_46.6875N_91.5625W.wdb.xml_55007
1.0,WI1482685_46.6875N_91.5625W.wdb.xml_55031
6.0,WI433411_46.6875N_91.3125W.wdb.xml_55007
2.0,WI452739_46.6875N_91.1875W.wdb.xml_55007
117.0,WI433300_46.6875N_91.0625W.wdb.xml_55007
49.0,WI452749_46.6875N_91.4375W.wdb.xml_55007
145.0,WI1144328_46.6875N_91.4375W.wdb.xml_55007
4.0,WI433629_46.6875N_91.4375W.wdb.xml_55007
6.0,WI433730_46.6875N_91.0625W.wdb.xml_55007
72.0,WI452748_46.6875N_91.4375W.wdb.xml_55007
4.0,WI433305_46.6875N_91.4375W.wdb.xml_55007
57.0,WI452754_46.6875N_91.4375W.wdb.xml_55007
